104 2 0 0 292.953 117
104 2 0 1 351.055 5394
104 2 0 2 410.901 3250
104 2 1 0 334.932 138
104 2 1 1 332.53 981
104 2 1 2 349.13 14362
104 2 2 0 303.842 139
104 2 2 1 302.806 765
104 2 2 2 313.619 5295
104 2 3 0 296.186 118
104 2 3 1 328.694 159
104 2 3 2 363.75 2904
104 2 4 0 341.644 132
104 2 4 1 308.712 216
104 2 4 2 341.072 1549
111 5 0 0 464.384 8583
111 5 0 1 411.015 246
111 5 0 2 416.837 284
111 5 1 0 466.683 322
111 5 1 1 460.404 230
111 5 1 2 458.493 251
111 5 2 0 463.87 1858
111 5 2 1 463.156 5928
111 5 2 2 456.13 2036
111 5 3 0 467.007 853
111 5 3 1 464.68 31254
111 5 3 2 474.343 18221
111 5 4 0 466.963 667
111 5 4 1 464.253 330
111 5 4 2 466.199 854
107 1 0 0 37.0448 5
107 1 0 1 76.8247 7
107 1 0 2 76.0078 21
107 1 1 0 9.8301 5
107 1 1 1 4.99643 2
107 1 1 2 29.9655 4
107 1 2 0 3.50859 2
107 1 2 1 21.6096 4
107 1 2 2 -2 1
107 1 3 0 55.8664 7
107 1 3 1 14.9564 12
107 1 3 2 283.49 910
107 1 4 0 60.6469 6
107 1 4 1 66.892 7
107 1 4 2 23.116 2
105 3 0 0 50.3255 118
105 3 0 1 58.6128 5696
105 3 0 2 149.721 2809
105 3 1 0 57.0268 298
105 3 1 1 62.5121 91
105 3 1 2 59.1959 63
105 3 2 0 58.567 215
105 3 2 1 66.7409 85
105 3 2 2 50.022 40
105 3 3 0 55.3956 337
105 3 3 1 26.5751 39
105 3 3 2 48.617 54
105 3 4 0 49.8322 1263
105 3 4 1 58.3263 40
105 3 4 2 57.8457 36
110 4 0 0 419.116 14939
110 4 0 1 411.117 6503
110 4 0 2 420.647 19728
110 4 1 0 422.113 8363
110 4 1 1 425.379 98266
110 4 1 2 423.906 128835
110 4 2 0 424.762 7871
110 4 2 1 411.897 209487
110 4 2 2 462.109 188467
110 4 3 0 416.495 10496
110 4 3 1 424.996 69504
110 4 3 2 418.559 108064
110 4 4 0 423.196 13191
110 4 4 1 419.17 4490
110 4 4 2 423.472 8216
108 6 0 0 109.011 3
108 6 0 1 0 0
108 6 0 2 0 0
108 6 1 0 0 0
108 6 1 1 0 0
108 6 1 2 0 0
108 6 2 0 0 0
108 6 2 1 0 0
108 6 2 2 0 0
108 6 3 0 0 0
108 6 3 1 0 0
108 6 3 2 0 0
108 6 4 0 0 0
108 6 4 1 0 0
108 6 4 2 0 0
15 6 0 0 34.6595 2
15 6 0 1 0 0
15 6 0 2 0 0
15 6 1 0 0 0
15 6 1 1 0 0
15 6 1 2 0 0
15 6 2 0 0 0
15 6 2 1 0 0
15 6 2 2 0 0
15 6 3 0 0 0
15 6 3 1 0 0
15 6 3 2 0 0
15 6 4 0 0 0
15 6 4 1 0 0
15 6 4 2 0 0
8 1 0 0 78.9254 19
8 1 0 1 78.7405 84
8 1 0 2 116.224 3262
8 1 1 0 79.5544 20
8 1 1 1 79.9787 37
8 1 1 2 79.4038 75
8 1 2 0 78.508 32
8 1 2 1 80.184 16
8 1 2 2 74.5536 17
8 1 3 0 79.1504 23
8 1 3 1 78.1557 51
8 1 3 2 71.6112 1123
8 1 4 0 79.6298 24
8 1 4 1 79.7513 19
8 1 4 2 78.3653 24
10 3 0 0 185.714 1900
10 3 0 1 148.515 43
10 3 0 2 133.939 43
10 3 1 0 217.729 144
10 3 1 1 164.051 32
10 3 1 2 167.862 53
10 3 2 0 221.226 329
10 3 2 1 243.231 61
10 3 2 2 198.843 58
10 3 3 0 172.167 451
10 3 3 1 151.887 139
10 3 3 2 239.432 62
10 3 4 0 230.156 137
10 3 4 1 215.993 4452
10 3 4 2 289.337 5535
13 4 0 0 249.395 2509
13 4 0 1 190.004 23
13 4 0 2 187.734 19
13 4 1 0 224.993 76
13 4 1 1 259.502 41
13 4 1 2 252.843 16
13 4 2 0 221.617 21
13 4 2 1 250.584 20
13 4 2 2 260.233 28
13 4 3 0 201.424 37
13 4 3 1 256.299 40
13 4 3 2 264.887 42
13 4 4 0 204.085 21
13 4 4 1 256.313 1205
13 4 4 2 346.913 2656
12 5 0 0 423.06 7505
12 5 0 1 243.89 88
12 5 0 2 278.959 103
12 5 1 0 415.433 3750
12 5 1 1 379.484 79
12 5 1 2 360.304 96
12 5 2 0 428.513 685
12 5 2 1 419.293 106
12 5 2 2 413.654 89
12 5 3 0 390.374 217
12 5 3 1 407.195 305
12 5 3 2 432.019 1451
12 5 4 0 418.078 512
12 5 4 1 428.387 1588
12 5 4 2 476.361 9564
11 2 0 0 272.739 342
11 2 0 1 313.549 15332
11 2 0 2 396.238 8815
11 2 1 0 268.081 340
11 2 1 1 291.362 2399
11 2 1 2 308.593 45460
11 2 2 0 239.224 300
11 2 2 1 302.343 2523
11 2 2 2 276.696 6859
11 2 3 0 254.15 349
11 2 3 1 326.858 1901
11 2 3 2 320.671 4856
11 2 4 0 244.741 328
11 2 4 1 306.322 926
11 2 4 2 280.386 909
85 4 0 0 360.779 4790
85 4 0 1 381.758 6611
85 4 0 2 400.905 3065
85 4 1 0 358.365 51
85 4 1 1 387.848 198
85 4 1 2 375.348 28
85 4 2 0 333.468 49
85 4 2 1 380.483 69
85 4 2 2 382.877 56
85 4 3 0 376.451 75
85 4 3 1 360.256 47
85 4 3 2 344.414 67
85 4 4 0 366.09 49
85 4 4 1 314.748 62
85 4 4 2 301.755 52
84 5 0 0 465.565 9270
84 5 0 1 469.381 238
84 5 0 2 477.805 3892
84 5 1 0 458.946 626
84 5 1 1 467.318 5864
84 5 1 2 468.4 1441
84 5 2 0 464.768 171
84 5 2 1 463.668 488
84 5 2 2 467.673 226
84 5 3 0 467.567 96
84 5 3 1 463.294 84
84 5 3 2 459.657 89
84 5 4 0 460.726 69
84 5 4 1 419.549 89
84 5 4 2 428.036 74
80 1 0 0 51.3646 23
80 1 0 1 103.14 35
80 1 0 2 85.767 869
80 1 1 0 45.6243 20
80 1 1 1 101.491 32
80 1 1 2 84.6764 258
80 1 2 0 65.8571 21
80 1 2 1 75.4794 248
80 1 2 2 330.903 2753
80 1 3 0 75.3205 25
80 1 3 1 78.1271 70
80 1 3 2 72.418 58
80 1 4 0 73.0108 21
80 1 4 1 78.027 23
80 1 4 2 56.6283 1963
83 2 0 0 306.165 505
83 2 0 1 316.633 228
83 2 0 2 332.054 637
83 2 1 0 289.778 191
83 2 1 1 303.274 2285
83 2 1 2 341.935 14191
83 2 2 0 272.011 208
83 2 2 1 309.89 1666
83 2 2 2 339.698 5380
83 2 3 0 300.318 164
83 2 3 1 331.139 9523
83 2 3 2 413.393 1651
83 2 4 0 301.042 166
83 2 4 1 323.855 501
83 2 4 2 302.712 379
82 3 0 0 410.512 11970
82 3 0 1 400.417 1225
82 3 0 2 404.891 1785
82 3 1 0 419.918 4927
82 3 1 1 417.094 53685
82 3 1 2 415.72 26805
82 3 2 0 405.371 3639
82 3 2 1 418.264 73096
82 3 2 2 457.352 23093
82 3 3 0 406.293 6062
82 3 3 1 420.756 30294
82 3 3 2 414.384 6575
82 3 4 0 407.095 7137
82 3 4 1 405.773 878
82 3 4 2 397.45 1213
87 1 0 0 -165.008 171
87 1 0 1 -162.65 188
87 1 0 2 -190.209 1463
87 1 1 0 -190.983 161
87 1 1 1 -179.692 196
87 1 1 2 -171.233 1422
87 1 2 0 -197.48 165
87 1 2 1 -171.977 192
87 1 2 2 -185.459 1522
87 1 3 0 -191.971 152
87 1 3 1 -187.87 199
87 1 3 2 -206.192 355
87 1 4 0 -167.659 171
87 1 4 1 -191.631 177
87 1 4 2 -39.5003 1537
84 2 0 0 301.204 59
84 2 0 1 299.315 5810
84 2 0 2 292.994 6046
84 2 1 0 290.982 73
84 2 1 1 273.147 90
84 2 1 2 302.425 310
84 2 2 0 232.342 41
84 2 2 1 308.182 70
84 2 2 2 396.14 3773
84 2 3 0 307.459 73
84 2 3 1 293.92 156
84 2 3 2 311.358 173
84 2 4 0 296.14 117
84 2 4 1 323.638 85
84 2 4 2 300.174 2195
82 4 0 0 428.697 14026
82 4 0 1 413.491 1280
82 4 0 2 428.792 2315
82 4 1 0 429.045 8975
82 4 1 1 441.749 17301
82 4 1 2 441.693 25563
82 4 2 0 415.772 6943
82 4 2 1 454.364 28950
82 4 2 2 441.544 13027
82 4 3 0 426.993 4138
82 4 3 1 436.936 7989
82 4 3 2 418.488 2247
82 4 4 0 423.615 6397
82 4 4 1 404.266 456
82 4 4 2 405.465 486
85 3 0 0 299.22 135
85 3 0 1 316.75 9604
85 3 0 2 406.693 5061
85 3 1 0 286.61 79
85 3 1 1 309.564 135
85 3 1 2 311.241 40
85 3 2 0 326.867 115
85 3 2 1 330.055 49
85 3 2 2 331.999 63
85 3 3 0 302.434 56
85 3 3 1 304.154 63
85 3 3 2 292.663 37
85 3 4 0 300.507 50
85 3 4 1 256.316 38
85 3 4 2 254.714 66
83 5 0 0 459.942 8722
83 5 0 1 469.306 73
83 5 0 2 473.577 4922
83 5 1 0 456.236 62
83 5 1 1 466.298 34
83 5 1 2 464.637 217
83 5 2 0 458.974 53
83 5 2 1 464.184 52
83 5 2 2 447.956 53
83 5 3 0 459.03 45
83 5 3 1 413.631 56
83 5 3 2 429.594 51
83 5 4 0 458.049 45
83 5 4 1 330.402 53
83 5 4 2 399.707 50
80 6 0 0 466.89 72
80 6 0 1 0 0
80 6 0 2 9.69243 2
80 6 1 0 45.886 1
80 6 1 1 17.2959 1
80 6 1 2 0 0
80 6 2 0 0 0
80 6 2 1 0 0
80 6 2 2 0 0
80 6 3 0 0 0
80 6 3 1 0 0
80 6 3 2 0 0
80 6 4 0 0 0
80 6 4 1 96.6368 3
80 6 4 2 0 0
47 3 0 0 420.938 8097
47 3 0 1 424.719 38418
47 3 0 2 421.154 39662
47 3 1 0 419.186 1958
47 3 1 1 420.143 81750
47 3 1 2 404.237 124818
47 3 2 0 418.189 1908
47 3 2 1 424.061 36477
47 3 2 2 447.143 53223
47 3 3 0 419.433 1959
47 3 3 1 418.66 12173
47 3 3 2 425.766 20821
47 3 4 0 423.397 2028
47 3 4 1 402.299 1677
47 3 4 2 414.557 1724
45 1 0 0 52.4693 4
45 1 0 1 73.8762 6
45 1 0 2 27.4027 6
45 1 1 0 5.36374 2
45 1 1 1 8.96381 2
45 1 1 2 49.8446 65
45 1 2 0 36.097 3
45 1 2 1 21.8768 94
45 1 2 2 35.3868 2
45 1 3 0 -1.97924 1
45 1 3 1 53.7927 6
45 1 3 2 273.839 672
45 1 4 0 27.0725 2
45 1 4 1 82.6854 5
45 1 4 2 75.1409 4
46 2 0 0 108.041 44
46 2 0 1 108.108 6101
46 2 0 2 156.882 655
46 2 1 0 100.213 36
46 2 1 1 105.205 43
46 2 1 2 108.733 309
46 2 2 0 103.674 29
46 2 2 1 106.684 85
46 2 2 2 98.1099 52
46 2 3 0 83.9837 32
46 2 3 1 107.993 62
46 2 3 2 101.52 82
46 2 4 0 92.3001 43
46 2 4 1 107.606 29
46 2 4 2 107.723 37
40 4 0 0 77.1906 913
40 4 0 1 52.8245 8
40 4 0 2 63.388 10
40 4 1 0 65.8098 9
40 4 1 1 50.0448 8
40 4 1 2 32.9592 4
40 4 2 0 88.5991 890
40 4 2 1 31.1624 8
40 4 2 2 39.5455 5
40 4 3 0 36.8754 7
40 4 3 1 83.402 6
40 4 3 2 87.3073 10
40 4 4 0 63.2436 5
40 4 4 1 85.836 6
40 4 4 2 192.357 138
41 5 0 0 169.339 1256
41 5 0 1 401.011 57
41 5 0 2 74.2268 5
41 5 1 0 85.9757 4
41 5 1 1 65.9522 3
41 5 1 2 91.2397 5
41 5 2 0 85.1068 4
41 5 2 1 92.7307 5
41 5 2 2 63.6283 9
41 5 3 0 20.8788 3
41 5 3 1 42.2438 2
41 5 3 2 17.5337 3
41 5 4 0 57.2572 5
41 5 4 1 36.9878 3
41 5 4 2 17.5995 4
42 6 0 0 189.09 6
42 6 0 1 0 0
42 6 0 2 0 0
42 6 1 0 0 0
42 6 1 1 0 0
42 6 1 2 0 0
42 6 2 0 0 0
42 6 2 1 0 0
42 6 2 2 0 0
42 6 3 0 43.587 1
42 6 3 1 0 0
42 6 3 2 0 0
42 6 4 0 0 0
42 6 4 1 0 0
42 6 4 2 0 0
111 3 0 0 430.52 12466
111 3 0 1 420.964 3196
111 3 0 2 428.601 2922
111 3 1 0 428.452 2966
111 3 1 1 430.167 34265
111 3 1 2 449.154 39691
111 3 2 0 427.95 4447
111 3 2 1 433.329 47857
111 3 2 2 430.511 126232
111 3 3 0 430.958 5614
111 3 3 1 430.269 35173
111 3 3 2 430.902 91128
111 3 4 0 428.611 6449
111 3 4 1 429.054 4677
111 3 4 2 430.043 11838
104 4 0 0 446.686 10795
104 4 0 1 451.335 2148
104 4 0 2 449.794 5807
104 4 1 0 449.937 1917
104 4 1 1 457.853 49733
104 4 1 2 423.319 98319
104 4 2 0 449.84 1706
104 4 2 1 452.066 74235
104 4 2 2 451.704 116154
104 4 3 0 449.072 3038
104 4 3 1 450.757 7848
104 4 3 2 452.171 12854
104 4 4 0 445.93 1957
104 4 4 1 443.651 1351
104 4 4 2 450.893 1600
109 1 0 0 28.6901 11
109 1 0 1 20.3222 18
109 1 0 2 303.915 3522
109 1 1 0 29.3943 12
109 1 1 1 48.5546 29
109 1 1 2 47.7751 22
109 1 2 0 41.384 19
109 1 2 1 58.0276 53
109 1 2 2 54.5433 29
109 1 3 0 55.7668 17
109 1 3 1 39.3226 152
109 1 3 2 44.2391 13
109 1 4 0 35.0666 16
109 1 4 1 37.0049 17
109 1 4 2 61.2335 343
110 2 0 0 299.087 113
110 2 0 1 292.562 174
110 2 0 2 370.307 6502
110 2 1 0 269.676 94
110 2 1 1 277.515 751
110 2 1 2 315.672 1469
110 2 2 0 279.756 87
110 2 2 1 309.348 324
110 2 2 2 311.666 4920
110 2 3 0 279.879 107
110 2 3 1 298.791 130
110 2 3 2 295.544 2426
110 2 4 0 268.281 117
110 2 4 1 260.757 906
110 2 4 2 305.991 7891
105 5 0 0 -1 1
105 5 0 1 -1 1
105 5 0 2 116.228 137
105 5 1 0 0 0
105 5 1 1 0 0
105 5 1 2 -1 1
105 5 2 0 0 0
105 5 2 1 0 0
105 5 2 2 0 0
105 5 3 0 0 0
105 5 3 1 14.7499 1
105 5 3 2 3.99307 1
105 5 4 0 0 0
105 5 4 1 2.60165 1
105 5 4 2 1.84437 2
99 6 0 0 76.7199 2
99 6 0 1 0 0
99 6 0 2 0 0
99 6 1 0 0 0
99 6 1 1 0 0
99 6 1 2 0 0
99 6 2 0 0 0
99 6 2 1 0 0
99 6 2 2 0 0
99 6 3 0 0 0
99 6 3 1 0 0
99 6 3 2 0 0
99 6 4 0 0 0
99 6 4 1 0 0
99 6 4 2 0 0
97 4 0 0 164.522 1963
97 4 0 1 75.2391 7
97 4 0 2 99.9861 15
97 4 1 0 135.201 11
97 4 1 1 84.7483 10
97 4 1 2 123.78 13
97 4 2 0 135.856 12
97 4 2 1 174.184 25
97 4 2 2 81.4894 13
97 4 3 0 165.216 22
97 4 3 1 149.502 9
97 4 3 2 131.208 16
97 4 4 0 51.4708 4
97 4 4 1 150.401 8
97 4 4 2 167.315 844
100 1 0 0 -5.994 3
100 1 0 1 10.1702 4
100 1 0 2 5.52663 4
100 1 1 0 26.2078 6
100 1 1 1 20.5282 54
100 1 1 2 61.7801 14
100 1 2 0 20.6353 5
100 1 2 1 10.9525 4
100 1 2 2 11.2613 5
100 1 3 0 31.2006 5
100 1 3 1 33.7931 5
100 1 3 2 142.749 496
100 1 4 0 48.3121 8
100 1 4 1 49.257 7
100 1 4 2 33.2012 6
102 3 0 0 17.7947 783
102 3 0 1 7.19082 100
102 3 0 2 6.88847 93
102 3 1 0 4.1518 290
102 3 1 1 7.10271 112
102 3 1 2 6.42364 87
102 3 2 0 2.84363 569
102 3 2 1 5.96477 92
102 3 2 2 7.33196 204
102 3 3 0 7.10852 397
102 3 3 1 8.27605 226
102 3 3 2 6.05214 131
102 3 4 0 9.88862 526
102 3 4 1 33.6559 6930
102 3 4 2 6.98515 4496
103 2 0 0 66.434 35
103 2 0 1 83.063 1076
103 2 0 2 48.7848 27
103 2 1 0 95.0636 17
103 2 1 1 101.353 21
103 2 1 2 99.8451 31
103 2 2 0 91.4485 22
103 2 2 1 94.7752 24
103 2 2 2 89.8555 28
103 2 3 0 106.952 25
103 2 3 1 87.4967 133
103 2 3 2 91.0012 66
103 2 4 0 113.875 19
